Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access
ELEC,Residence Inn by Marriott Seattle University Distric - Tesla Destination,4501  12th Ave NE,,Seattle,WA,98105,,206-322-8887  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.661707,-122.315765,2020-11-03,116131,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Inn and Suites Seattle-Downtown - Tesla Destination,500 5th Ave N,,Seattle,WA,98109,,206-282-0899  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.623506,-122.345644,2020-11-03,116132,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Four Points by Sheraton Downtown Seattle Center - Tesla Destination,601 Roy St,,Seattle,WA,98109,,206-282-2600  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.625122,-122.344482,2020-11-03,116133,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hotel Max - Tesla Destination,620 Stewart St,,Seattle,WA,98101,,866-986-8087  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.614216,-122.336606,2020-11-03,116134,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Shafer Baillie Mansion Bed & Breakfast - Tesla Destination,907 14th Ave E,,Seattle,WA,98112,,206-322-4654  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.627028,-122.314916,2020-11-03,116135,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,B_AND_B,,,,,,,Free,,,,,,,,,,
ELEC,Four Seasons Hotel Seattle - Tesla Destination,99 Union St,,Seattle,WA,98101,,206-749-7000  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.607379,-122.339155,2020-11-03,116136,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Shelburne Inn Restaurant & Pub - Tesla Destination,4415 Pacific Way,,Seaview,WA,98644,,360-642-2442  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.334798,-124.055076,2020-11-03,116137,2021-03-11 23:22:17 UTC,P,,,2015-12-11,,,,,J1772 TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Lost Mountain Lodge - Tesla Destination,303 Sunny View Dr,,Sequim,WA,98382,,360-683-2431  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.062316,-123.168212,2020-11-03,116138,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,GreenHouse Inn by the Bay - Tesla Destination,630 Marine Dr,,Sequim,WA,98382,,360-504-2489  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.148748,-123.153244,2020-11-03,116139,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Snoqualmie Casino - Tesla Destination,37500 SE N Bend Wy,,Snoqualmie,WA,98065,,425-888-1234  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.516794,-121.840364,2020-11-03,116141,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,OTHER_ENTERTAINMENT,,,,,,,Free,,,,,,,,,,
ELEC,The Davenport Hotel - Tesla Destination,10 S Post St,,Spokane,WA,99201,,800-899-1482  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.656878,-117.424256,2020-11-03,116142,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The Davenport Tower - Tesla Destination,111 Post St,,Spokane,WA,99201,,800-899-1482  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.656255,-117.422986,2020-11-03,116143,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Oxford Suites Spokane - Tesla Destination,115 W North River Dr,,Spokane,WA,99201,,509-353-9000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.663441,-117.412777,2020-11-03,116144,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hampton Inn Airport Spokane - Tesla Destination,2010 S Assembly Rd,,Spokane,WA,99224,,509-747-1100  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.637222,-117.477034,2020-11-03,116145,2021-03-11 23:22:17 UTC,P,,,2016-01-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,DoubleTree by Hilton Spokane City Center - Tesla Destination,322 N Spokane Falls Ct,,Spokane,WA,99201,,509-455-9600  877-798-3752,E,,Public,24 hours daily,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.660571,-117.414248,2020-11-03,116146,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The Davenport Grand Hotel - Tesla Destination,333 W Spokane Falls Blvd,,Spokane,WA,99201,,509-458-3330  877-798-3752,E,,Public,24 hours daily; see valet for access,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.659765,-117.417374,2020-11-03,116147,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,The Hotel Lusso - Tesla Destination,808 W Sprague Ave,,Spokane,WA,99201,,800-899-1482  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.65736,-117.424,2020-11-03,116148,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hilton Garden Inn Spokane Airport - Tesla Destination,9015 W Hwy 2,,Spokane,WA,99224,,509-244-5866  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.642939,-117.537822,2020-11-03,116149,2021-03-11 23:22:17 UTC,P,,,2017-09-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Oxford Suites Spokane Valley - Tesla Destination,15015  E Indiana Ave,,Spokane Valley,WA,99216,,509-847-1000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.675378,-117.206738,2020-11-03,116150,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Skamania Lodge - Tesla Destination,1131  Skamania Lodge Way,,Stevenson,WA,98648,,509-427-7700  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,8.0,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,45.685326,-121.905864,2020-11-03,116151,2021-03-11 23:22:17 UTC,P,,,2016-04-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Hotel Murano - Tesla Destination,1320 Broadway Plaza,,Tacoma,WA,98444,,253-238-8000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.2499,-122.43955,2020-11-03,116152,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Best Western Plus Tacoma Dome Hotel - Tesla Destination,2611 East E St,,Tacoma,WA,98421,,253-272-7737  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.238612,-122.426701,2020-11-03,116153,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Alderbrook Resort & Spa - Tesla Destination,10 E Alderbrook Dr,,Union,WA,98592,,360-898-2200  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.347192,-123.067683,2020-11-03,116154,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Heathman Lodge - Tesla Destination,7801 NE Greenwood Dr,,Vancouver,WA,98662,,360-254-3100  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,6.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,45.65327,-122.591984,2020-11-03,116155,2021-03-11 23:22:17 UTC,P,,,2018-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Dunham Wine Cellars - Tesla Destination,150 E Boeing,,Walla Walla,WA,99362,,509-529-4685  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.089319,-118.278677,2020-11-03,116156,2021-03-11 23:22:17 UTC,P,,,2016-02-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Pepper Bridge Winery - Tesla Destination,1704  J.B. George Rd,,Walla Walla,WA,99362,,509-525-6502  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.012334,-118.369889,2020-11-03,116157,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Inn at Abeja - Tesla Destination,2014 Mill Creek Rd,,Walla Walla,WA,99362,,509-522-1234  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.087373,-118.226734,2020-11-03,116158,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public,,public,,,INN,,,,,,,Free,,,,,,,,,,
ELEC,Amavi Cellars - Tesla Destination,3796 Peppers Bridge Rd,,Walla Walla,WA,99362,,509-525-3541  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.016072,-118.385963,2020-11-03,116159,2021-03-11 23:22:17 UTC,P,,,2015-10-01,,,,,J1772 TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Marcus Whitman Hotel - Tesla Destination,6 W Rose St,,Walla Walla,WA,99362,,509-525-2200  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.067801,-118.341422,2020-11-03,116160,2021-03-11 23:22:17 UTC,P,,,2016-12-15,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Corvus Cellars - Tesla Destination,760 C St,,Walla Walla,WA,99362,,509-241-0318  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.085975,-118.278024,2020-11-03,116161,2021-03-11 23:22:17 UTC,P,,,2015-11-01,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Warm Springs Inn & Winery - Tesla Destination,1611 Love Ln,,Wenatchee,WA,98801,,509-662-5683  877-798-3752,E,,Public - Call ahead,24 hours daily; for customer use only,,,,,,1.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.47487,-120.376005,2020-11-03,116162,2021-03-11 23:22:17 UTC,P,,,2015-12-01,,,,,TESLA,US,,,,Public - Appeler à l'avance,,public,CALL,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Cranberry Road Winery - Tesla Destination,2858 S Forrest St,,Westport,WA,98595,,360-268-7082  877-798-3752,E,,Public,24 hours daily,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,46.860034,-124.107732,2020-11-03,116163,2021-03-11 23:22:17 UTC,P,,,2017-03-01,,,,,TESLA,US,,,,Public,,public,,,BREWERY_DISTILLERY_WINERY,,,,,,,Free,,,,,,,,,,
ELEC,Sun Mountain Lodge - Tesla Destination,604 Patterson Lake Rd,,Winthrop,WA,98862,,509-996-2211  877-798-3752,E,,Public,24 hours daily; see front desk for access,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,48.476863,-120.255895,2020-11-03,116164,2021-03-11 23:22:17 UTC,P,,,2016-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Willows Lodge - Tesla Destination,14850 NE 145th St,,Woodinville,WA,98072,,425-424-3900  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,5.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.732964,-122.141228,2020-11-03,116165,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Holiday Inn Downtown Yakima - Tesla Destination,802 E Yakima Ave,,Yakima,WA,98901,,509-494-7000  877-798-3752,E,,Public,24 hours daily; for customer use only; see front desk for access,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,46.604581,-120.494951,2020-11-03,116167,2021-03-11 23:22:17 UTC,P,,,2018-11-01,,,,,TESLA,US,,,,Public,,public,,,HOTEL,,,,,,,Free,,,,,,,,,,
ELEC,Legacy Villa,21900 E Country,,Vista Dr,WA,99019,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,Greenlots,http://greenlots.com/,GPS,47.667043,-117.110447,2022-09-25,116741,2022-09-25 01:33:05 UTC,,,,2019-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Spokane Indians,602 N. Havana,,Spokane Valley,WA,99202,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,Greenlots,http://greenlots.com/,GPS,47.662013,-117.346294,2022-09-25,116743,2022-09-25 01:31:27 UTC,,,,2019-01-04,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Cle Elum Business Park - Tesla Supercharger,811 WA-970,,Cle Elum,WA,98922,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12.0,,Tesla,https://www.tesla.com/supercharger,200-9,47.189262,-120.902714,2021-10-11,116820,2021-11-04 18:37:47 UTC,P,,,2018-12-01,,,,,TESLA,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Vancouver Mall,8700 NE Vancouver Mall Dr,,Vancouver,WA,98662,,888-264-2208,E,,Public,6am-12am daily,,,,,,2.0,,,Volta,https://voltacharging.com/,GPS,45.658846,-122.583487,2022-05-05,117128,2022-05-05 20:22:04 UTC,P,,,2019-01-01,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,,False
ELEC,SRO SP2,3545 Factoria Blvd SE,,Bellevue,WA,98006,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.578255,-122.17137,2022-09-25,117302,2022-09-25 00:59:36 UTC,,,,2019-01-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SRO SP1,3535 Factoria Blvd SE,,Bellevue,WA,98006,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.578784,-122.171273,2022-09-25,117303,2022-09-25 00:59:35 UTC,,,,2019-01-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,JLR BELLEVUE DC FAST 01,13817 NE 20th St,,Bellevue,WA,98005,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.627443,-122.155925,2022-09-25,119039,2022-09-25 01:00:07 UTC,,,,2019-03-08,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,ALLEN INSTITUTE SOUTH,615 Westlake Ave N,,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.625077,-122.339032,2022-09-25,120879,2022-09-25 00:47:41 UTC,,,,2019-03-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,European Autohaus,6510 W THORPE RD,,Spokane,WA,99224,,855-900-7584,E,,Public,24 hours daily,,,,,,2.0,,,Greenlots,http://greenlots.com/,200-9,47.614336,-117.503088,2022-09-25,120898,2022-09-25 01:31:32 UTC,,,,2019-03-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,RED 160,16015 Cleveland St,,Redmond,WA,98052,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.674374,-122.127167,2022-09-24,120927,2022-09-24 22:58:02 UTC,,,,2019-03-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,,
ELEC,PACIFIC LUTH U STATION 3,508 122nd St S,,Tacoma,WA,98447,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.145098,-122.438741,2022-09-25,121095,2022-09-25 01:02:17 UTC,,,,2019-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,PACIFIC LUTH U STATION 2,512 122nd St S,,Tacoma,WA,98447,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.145084,-122.438862,2022-09-25,121096,2022-09-25 01:02:21 UTC,,,,2019-04-02,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,SIA ECO 3,W McFarlane rd,,Spokane,WA,99224,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.630363,-117.538616,2022-09-25,121126,2022-09-25 00:59:50 UTC,,,,2019-04-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,INTEGRAND TROVE,218 N Samish Way,,Bellingham,WA,98225,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.738079,-122.469392,2022-09-25,121382,2022-09-25 01:02:25 UTC,,,,2019-04-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,521606-CIVICA OFFICE COMMONS,225-108TH AVE NE,,BELLEVUE,WA,98004,,855-900-7584,E,,Public,24 hours daily,,,,,,4.0,,,Greenlots,http://greenlots.com/,GPS,47.6123,-122.1966,2022-09-25,121397,2022-09-25 01:31:33 UTC,,,,2019-04-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,T-MOBILE PARK GRIFFEY,1518 1st Ave S,,Seattle,WA,98134,,888-758-4389,E,,Public,24 hours daily,,,,,,1.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.589593,-122.332945,2022-09-25,121549,2022-09-25 01:02:09 UTC,,,,2019-04-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,"Walmart 2539 - Spokane Valley, WA",15727 E Broadway Ave,,Spokane Valley,WA,99037,,833-632-2778,E,,Public,24 hours daily,,,,,,,8.0,,Electrify America,https://www.electrifyamerica.com/,GPS,47.665596,-117.190123,2022-09-07,121703,2022-09-07 01:52:18 UTC,,,,2019-02-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,North Bend Premium Outlets,461 S. Fork Avenue,,North Bend,WA,98045,,833-632-2778,E,,Public,24 hours daily,,,,,,,4.0,,Electrify America,https://www.electrifyamerica.com/,GPS,47.491288,-121.793559,2022-09-07,121704,2022-09-07 01:52:07 UTC,,,,2019-01-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Walmart 2947 Vancouver,9000 NE HIGHWAY 99,,Vancouver,WA,98665,,833-632-2778,E,,Public,24 hours daily,,,,,,,6.0,,Electrify America,https://www.electrifyamerica.com/,GPS,45.687387,-122.660913,2022-09-07,121709,2022-09-07 01:53:18 UTC,,,,2019-01-01,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,3rd Street Parking,17 N 3rd St,,Yakima,WA,98901,,509-575-6000,E,,Public,24 hours daily,,,,,,2.0,,,Non-Networked,,GPS,46.603762,-120.503347,2021-12-09,122190,2022-02-10 19:42:29 UTC,LG,,,2016-05-15,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,,False
ELEC,SKAGITYMCA ONE,1901 Hoag Rd,,Mount Vernon,WA,98273,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,48.443205,-122.316279,2022-09-25,122217,2022-09-25 01:00:30 UTC,,,,2019-05-01,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
ELEC,Fred Meyer - Tesla Supercharger,18805 US-2,,Monroe,WA,98272,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12.0,,Tesla,https://www.tesla.com/supercharger,200-9,47.862572,-121.976585,2021-10-11,122266,2021-11-04 18:37:47 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,
ELEC,Blue Mountain Station - Tesla Destination,700 Artisan Wy,,Dayton,WA,99328,,509-382-2577  877-798-3752,E,,Public,24 hours daily,,,,,,3.0,,,Tesla Destination,https://www.tesla.com/destination-charging,GPS,46.31017,-117.99763,2020-11-03,122580,2021-03-11 23:22:17 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Washington Athletic Club Garage - Tesla Destination,1325 6th Ave,,Seattle,WA,98101,,206-839-4795  877-798-3752,E,,Public,24 hours daily; pay lot,,,,,,5.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.609925,-122.333764,2020-11-03,122581,2021-03-11 23:22:17 UTC,P,,,2019-03-01,,,,,J1772 TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Hotel Interurban - Tesla Destination,223 Andover Park E,,Tukwila,WA,98188,,206-278-7800  877-798-3752,E,,Public,24 hours daily; for customer use only; see valet for access,,,,,,4.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,47.457313,-122.251128,2020-11-03,122582,2021-03-11 23:22:17 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,Patterson Cellars - Tesla Destination,19501 144th Ave NE Suite D500,,Woodinville,WA,98072,,425-483-8600  877-798-3752,E,,Public,24 hours daily; for customer use only,,,,,,2.0,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,47.769835,-122.148018,2020-11-03,122583,2021-03-11 23:22:17 UTC,P,,,2019-03-01,,,,,TESLA,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,
ELEC,LINCOLN SQUARE LS NORTH DUAL 4,110 Bellevue Way NE,,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616294,-122.201029,2022-09-25,122765,2022-09-25 01:02:52 UTC,,,,2019-05-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,
