,Longitude,Latitude,name,Coord,County,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson,Total Crime
573,-120.4058555,48.5931731975452,The Mazama Store,"48.5931731975452,-120.4058555",Okanogan,1421.0,3.0,0.0,0.0,0.0,3.0,16.0,4.0,10.0,2.0,0.0,38.0
574,-124.5344581,47.9130932975452,Three Rivers,"47.9130932975452,-124.5344581",Clallam,31709.0,144.0,2.0,43.0,14.0,85.0,1100.0,183.0,843.0,74.0,5.0,2493.0
575,-122.1924823,48.1000127975452,Tulalip Tribes Chevron,"48.1000127975452,-122.1924823",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
576,-122.8546579,46.8564927975452,Union 76,"46.8564927975452,-122.8546579",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
577,-122.4344133,47.1801530975452,Union 76,"47.1801530975452,-122.4344133",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0
578,-122.4626623,47.1813110975452,Union 76,"47.1813110975452,-122.4626623",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0
579,-122.4152528,47.1915535975452,Union 76,"47.1915535975452,-122.4152528",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0
580,-122.5375972,47.1782733975452,Union 76,"47.1782733975452,-122.5375972",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0
581,-122.2011946,47.9764673975452,Unocal 76,"47.9764673975452,-122.2011946",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
582,-122.2117831,47.9762328975452,Unocal 76,"47.9762328975452,-122.2117831",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
583,-119.9878642,46.3159358975452,USA Gasoline,"46.3159358975452,-119.9878642",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0
584,-119.1932605,46.2129283975452,USA Gasoline,"46.2129283975452,-119.1932605",Benton,164317.0,375.0,4.0,83.0,61.0,227.0,3913.0,634.0,3008.0,271.0,26.0,8602.0
585,-122.346133,47.7562447975452,Valero,"47.7562447975452,-122.346133",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0
586,-122.1084468,48.0016932975452,Valero,"48.0016932975452,-122.1084468",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
587,-123.0702945,48.9841899975452,Valero,"48.9841899975452,-123.0702945",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0
588,-122.4193695,47.0725999975452,Walmart Gas,"47.0725999975452,-122.4193695",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0
589,-120.9559942,47.1963121975452,Warrior's Quick Stop,"47.1963121975452,-120.9559942",Kittitas,24313.0,50.0,0.0,12.0,6.0,32.0,729.0,96.0,602.0,31.0,3.0,1561.0
590,-122.3215516,48.9203558975452,WFC Energy,"48.9203558975452,-122.3215516",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0
591,-122.4527623,48.9465489975452,WFC Energy,"48.9465489975452,-122.4527623",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0
592,-120.0810756,47.6414190975452,Whitley Fuel,"47.6414190975452,-120.0810756",Douglas,14293.0,8.0,1.0,0.0,1.0,6.0,192.0,13.0,171.0,8.0,1.0,401.0
593,-120.9207821,47.1929132975452,Willette's Shell,"47.1929132975452,-120.9207821",Kittitas,24313.0,50.0,0.0,12.0,6.0,32.0,729.0,96.0,602.0,31.0,3.0,1561.0
594,-121.8210864,45.7410913975452,Wind River Market,"45.7410913975452,-121.8210864",Skamania,,,,,,,,,,,,
595,-120.318289,47.4836969975452,WTS Truck Stop,"47.4836969975452,-120.318289",Chelan,34513.0,62.0,1.0,16.0,10.0,35.0,638.0,66.0,532.0,40.0,1.0,1401.0
596,-122.2980489,48.1556528975452,,"48.1556528975452,-122.2980489",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
597,-119.1166251,46.9698207975452,,"46.9698207975452,-119.1166251",Grant,22162.0,44.0,0.0,10.0,4.0,30.0,680.0,186.0,421.0,73.0,2.0,1450.0
598,-117.3817409,47.6720603975452,,"47.6720603975452,-117.3817409",Spokane,354635.0,1905.0,7.0,292.0,405.0,1201.0,18291.0,2362.0,14228.0,1701.0,51.0,40443.0
599,-119.2452244,47.1019341975452,,"47.1019341975452,-119.2452244",Grant,22162.0,44.0,0.0,10.0,4.0,30.0,680.0,186.0,421.0,73.0,2.0,1450.0
600,-121.1875074,45.6523656975452,,"45.6523656975452,-121.1875074",Klickitat,6903.0,10.0,0.0,1.0,1.0,8.0,173.0,31.0,124.0,18.0,1.0,367.0
601,-122.5580253,46.9346497975452,,"46.9346497975452,-122.5580253",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0
602,-123.7977421,46.6630837975452,,"46.6630837975452,-123.7977421",Pacific,7064.0,9.0,0.0,1.0,0.0,8.0,51.0,13.0,31.0,7.0,0.0,120.0
603,-123.8027389,46.9672457975452,,"46.9672457975452,-123.8027389",Grays Harbor,23430.0,83.0,1.0,26.0,15.0,41.0,790.0,143.0,603.0,44.0,6.0,1752.0
604,-120.3349984,47.4668753975452,,"47.4668753975452,-120.3349984",Chelan,34513.0,62.0,1.0,16.0,10.0,35.0,638.0,66.0,532.0,40.0,1.0,1401.0
605,-121.9730503,47.4199512975452,,"47.4199512975452,-121.9730503",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0
606,-122.5154949,47.2911081975452,,"47.2911081975452,-122.5154949",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0
607,-122.3144444,47.6629108975452,,"47.6629108975452,-122.3144444",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0
608,-123.4182356,48.1131392975452,,"48.1131392975452,-123.4182356",Clallam,31709.0,144.0,2.0,43.0,14.0,85.0,1100.0,183.0,843.0,74.0,5.0,2493.0
609,-122.2227035,48.5102381975452,,"48.5102381975452,-122.2227035",Skagit,75160.0,105.0,2.0,24.0,28.0,51.0,2343.0,278.0,1892.0,173.0,7.0,4903.0
610,-122.8653161,47.0034252975452,,"47.0034252975452,-122.8653161",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
611,-122.8237049,47.0357295975452,,"47.0357295975452,-122.8237049",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
612,-122.2263442,48.5108069975452,,"48.5108069975452,-122.2263442",Skagit,75160.0,105.0,2.0,24.0,28.0,51.0,2343.0,278.0,1892.0,173.0,7.0,4903.0
613,-122.1440367,47.8044844975452,,"47.8044844975452,-122.1440367",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
614,-117.3687686,47.6017440975452,,"47.6017440975452,-117.3687686",Spokane,354635.0,1905.0,7.0,292.0,405.0,1201.0,18291.0,2362.0,14228.0,1701.0,51.0,40443.0
615,-117.0551206,46.4196307975452,,"46.4196307975452,-117.0551206",Asotin,,,,,,,,,,,,
616,-118.1536189,46.2702514975452,,"46.2702514975452,-118.1536189",Walla Walla,42475.0,125.0,2.0,30.0,17.0,76.0,1213.0,188.0,943.0,82.0,6.0,2682.0
617,-117.2715412,47.8274237975452,,"47.8274237975452,-117.2715412",Spokane,354635.0,1905.0,7.0,292.0,405.0,1201.0,18291.0,2362.0,14228.0,1701.0,51.0,40443.0
618,-117.1053282,47.6676120975452,,"47.6676120975452,-117.1053282",Spokane,354635.0,1905.0,7.0,292.0,405.0,1201.0,18291.0,2362.0,14228.0,1701.0,51.0,40443.0
619,-122.8874537,48.6960297975452,,"48.6960297975452,-122.8874537",San Juan,,,,,,,,,,,,
620,-122.0042059,47.5647917975452,,"47.5647917975452,-122.0042059",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0
621,-117.8775691,47.6696394975452,,"47.6696394975452,-117.8775691",Lincoln,,,,,,,,,,,,
622,-121.6727151,46.6041396975452,,"46.6041396975452,-121.6727151",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0
623,-122.9560933,46.7114906975452,,"46.7114906975452,-122.9560933",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0
624,-122.9738649,46.7116267975452,,"46.7116267975452,-122.9738649",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0
625,-122.9431862,46.9233833975452,,"46.9233833975452,-122.9431862",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
626,-123.0113235,46.6488042975452,,"46.6488042975452,-123.0113235",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0
627,-123.0836422,46.8213431975452,,"46.8213431975452,-123.0836422",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
628,-123.7720311,46.9569377975452,,"46.9569377975452,-123.7720311",Grays Harbor,23430.0,83.0,1.0,26.0,15.0,41.0,790.0,143.0,603.0,44.0,6.0,1752.0
629,-122.7655122,47.0615310975452,,"47.0615310975452,-122.7655122",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
630,-122.9248111,47.0276200975452,,"47.0276200975452,-122.9248111",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
631,-123.0212736,47.0801901975452,,"47.0801901975452,-123.0212736",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
632,-123.390316,47.0068458975452,,"47.0068458975452,-123.390316",Grays Harbor,23430.0,83.0,1.0,26.0,15.0,41.0,790.0,143.0,603.0,44.0,6.0,1752.0
633,-123.4032626,47.0022456975452,,"47.0022456975452,-123.4032626",Grays Harbor,23430.0,83.0,1.0,26.0,15.0,41.0,790.0,143.0,603.0,44.0,6.0,1752.0
634,-122.0351769,47.5822620975452,,"47.5822620975452,-122.0351769",King,1868675.0,6725.0,53.0,729.0,2217.0,3726.0,68000.0,11346.0,48272.0,8382.0,193.0,149643.0
635,-122.2078948,47.8221391975452,,"47.8221391975452,-122.2078948",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
636,-122.2521912,47.8499876975452,,"47.8499876975452,-122.2521912",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
637,-122.7017066,47.9203675975452,,"47.9203675975452,-122.7017066",Jefferson,9780.0,41.0,0.0,8.0,1.0,32.0,172.0,39.0,124.0,9.0,6.0,432.0
638,-117.9095437,48.5488465975452,,"48.5488465975452,-117.9095437",Stevens,2673.0,1.0,0.0,0.0,0.0,1.0,33.0,4.0,28.0,1.0,0.0,68.0
639,-119.9021838,48.0517654975452,,"48.0517654975452,-119.9021838",Okanogan,1421.0,3.0,0.0,0.0,0.0,3.0,16.0,4.0,10.0,2.0,0.0,38.0
640,-119.7862366,48.1014775975452,,"48.1014775975452,-119.7862366",Okanogan,1421.0,3.0,0.0,0.0,0.0,3.0,16.0,4.0,10.0,2.0,0.0,38.0
641,-120.1756218,48.4672659975452,,"48.4672659975452,-120.1756218",Okanogan,1421.0,3.0,0.0,0.0,0.0,3.0,16.0,4.0,10.0,2.0,0.0,38.0
642,-122.1281952,48.1811142975452,,"48.1811142975452,-122.1281952",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
643,-122.768142,48.0114324975452,,"48.0114324975452,-122.768142",Jefferson,9780.0,41.0,0.0,8.0,1.0,32.0,172.0,39.0,124.0,9.0,6.0,432.0
644,-123.4240371,48.1153332975452,,"48.1153332975452,-123.4240371",Clallam,31709.0,144.0,2.0,43.0,14.0,85.0,1100.0,183.0,843.0,74.0,5.0,2493.0
645,-122.4854676,48.8330292975452,,"48.8330292975452,-122.4854676",Whatcom,112979.0,267.0,4.0,33.0,63.0,167.0,3000.0,356.0,2525.0,119.0,8.0,6542.0
646,-117.9888351,46.3161348975452,,"46.3161348975452,-117.9888351",Columbia,,,,,,,,,,,,
647,-117.3997436,47.6145046975452,,"47.6145046975452,-117.3997436",Spokane,354635.0,1905.0,7.0,292.0,405.0,1201.0,18291.0,2362.0,14228.0,1701.0,51.0,40443.0
648,-118.1410607,46.2702849975452,,"46.2702849975452,-118.1410607",Walla Walla,42475.0,125.0,2.0,30.0,17.0,76.0,1213.0,188.0,943.0,82.0,6.0,2682.0
649,-119.7720958,46.2088911975452,,"46.2088911975452,-119.7720958",Benton,164317.0,375.0,4.0,83.0,61.0,227.0,3913.0,634.0,3008.0,271.0,26.0,8602.0
650,-117.3836417,47.4269995975452,,"47.4269995975452,-117.3836417",Spokane,354635.0,1905.0,7.0,292.0,405.0,1201.0,18291.0,2362.0,14228.0,1701.0,51.0,40443.0
651,-117.9083367,48.5484079975452,,"48.5484079975452,-117.9083367",Stevens,2673.0,1.0,0.0,0.0,0.0,1.0,33.0,4.0,28.0,1.0,0.0,68.0
652,-117.0634733,48.1751478975452,,"48.1751478975452,-117.0634733",Pend Oreille,2156.0,2.0,0.0,0.0,1.0,1.0,44.0,0.0,41.0,3.0,0.0,92.0
653,-119.9016231,46.2559137975452,,"46.2559137975452,-119.9016231",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0
654,-118.8610094,46.6545215975452,,"46.6545215975452,-118.8610094",Franklin,5772.0,11.0,0.0,3.0,0.0,8.0,39.0,14.0,24.0,1.0,0.0,100.0
655,-117.9052079,48.5364042975452,,"48.5364042975452,-117.9052079",Stevens,2673.0,1.0,0.0,0.0,0.0,1.0,33.0,4.0,28.0,1.0,0.0,68.0
656,-119.7812744,48.1036339975452,,"48.1036339975452,-119.7812744",Okanogan,1421.0,3.0,0.0,0.0,0.0,3.0,16.0,4.0,10.0,2.0,0.0,38.0
657,-119.4417342,48.7027883975452,,"48.7027883975452,-119.4417342",Okanogan,1421.0,3.0,0.0,0.0,0.0,3.0,16.0,4.0,10.0,2.0,0.0,38.0
658,-122.483555,46.5287344975452,,"46.5287344975452,-122.483555",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0
659,-117.3681611,47.6141050975452,,"47.6141050975452,-117.3681611",Spokane,354635.0,1905.0,7.0,292.0,405.0,1201.0,18291.0,2362.0,14228.0,1701.0,51.0,40443.0
660,-119.4406479,48.7029653975452,,"48.7029653975452,-119.4406479",Okanogan,1421.0,3.0,0.0,0.0,0.0,3.0,16.0,4.0,10.0,2.0,0.0,38.0
661,-118.6681095,46.0407103975452,,"46.0407103975452,-118.6681095",Walla Walla,42475.0,125.0,2.0,30.0,17.0,76.0,1213.0,188.0,943.0,82.0,6.0,2682.0
662,-122.7706225,47.0679303975452,,"47.0679303975452,-122.7706225",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
663,-121.963649,48.0836518975452,,"48.0836518975452,-121.963649",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
664,-120.7134108,47.8079018975452,,"47.8079018975452,-120.7134108",Chelan,34513.0,62.0,1.0,16.0,10.0,35.0,638.0,66.0,532.0,40.0,1.0,1401.0
665,-122.2877669,47.8932766975452,,"47.8932766975452,-122.2877669",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
666,-124.1614484,47.0102752975452,,"47.0102752975452,-124.1614484",Grays Harbor,23430.0,83.0,1.0,26.0,15.0,41.0,790.0,143.0,603.0,44.0,6.0,1752.0
667,-122.7673249,47.0565389975452,,"47.0565389975452,-122.7673249",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
668,-122.2108212,48.1522120975452,,"48.1522120975452,-122.2108212",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
669,-117.9876093,46.3163016975452,,"46.3163016975452,-117.9876093",Columbia,,,,,,,,,,,,
670,-119.278581,47.6219044975452,,"47.6219044975452,-119.278581",Grant,22162.0,44.0,0.0,10.0,4.0,30.0,680.0,186.0,421.0,73.0,2.0,1450.0
671,-124.1609735,47.0076779975452,,"47.0076779975452,-124.1609735",Grays Harbor,23430.0,83.0,1.0,26.0,15.0,41.0,790.0,143.0,603.0,44.0,6.0,1752.0
672,-119.8966046,46.7379967975452,,"46.7379967975452,-119.8966046",Grant,22162.0,44.0,0.0,10.0,4.0,30.0,680.0,186.0,421.0,73.0,2.0,1450.0
673,-119.1743717,46.8126538975452,,"46.8126538975452,-119.1743717",Adams,10033.0,8.0,0.0,3.0,1.0,4.0,202.0,45.0,129.0,28.0,1.0,421.0
674,-119.5458226,47.3292212975452,,"47.3292212975452,-119.5458226",Grant,22162.0,44.0,0.0,10.0,4.0,30.0,680.0,186.0,421.0,73.0,2.0,1450.0
675,-120.5933733,46.6395162975452,,"46.6395162975452,-120.5933733",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0
676,-122.6092406,46.3739343975452,,"46.3739343975452,-122.6092406",Cowlitz,62162.0,149.0,2.0,48.0,25.0,74.0,1772.0,259.0,1373.0,140.0,14.0,3856.0
677,-122.9262804,46.4901441975452,,"46.4901441975452,-122.9262804",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0
678,-122.7203252,46.5323716975452,,"46.5323716975452,-122.7203252",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0
679,-122.9569005,46.7109222975452,,"46.7109222975452,-122.9569005",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0
680,-122.9809835,46.7292004975452,,"46.7292004975452,-122.9809835",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0
681,-122.6904775,46.8876537975452,,"46.8876537975452,-122.6904775",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
682,-122.5978848,46.9375796975452,,"46.9375796975452,-122.5978848",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
683,-122.6139668,46.9462708975452,,"46.9462708975452,-122.6139668",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
684,-122.9079799,46.9935835975452,,"46.9935835975452,-122.9079799",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
685,-123.1611858,46.8266730975452,,"46.8266730975452,-123.1611858",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
686,-123.6005539,46.9787706975452,,"46.9787706975452,-123.6005539",Grays Harbor,23430.0,83.0,1.0,26.0,15.0,41.0,790.0,143.0,603.0,44.0,6.0,1752.0
687,-122.4629235,47.1795259975452,,"47.1795259975452,-122.4629235",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0
688,-122.4854247,47.1767875975452,,"47.1767875975452,-122.4854247",Pierce,471475.0,2836.0,19.0,285.0,654.0,1878.0,19355.0,3106.0,13641.0,2608.0,149.0,44531.0
689,-122.6713016,47.0016838975452,,"47.0016838975452,-122.6713016",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
690,-122.7653078,47.0609683975452,,"47.0609683975452,-122.7653078",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
691,-122.8237825,47.0489483975452,,"47.0489483975452,-122.8237825",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
692,-122.9661026,47.0037403975452,,"47.0037403975452,-122.9661026",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
693,-123.2648503,47.0545399975452,,"47.0545399975452,-123.2648503",Grays Harbor,23430.0,83.0,1.0,26.0,15.0,41.0,790.0,143.0,603.0,44.0,6.0,1752.0
694,-123.4038634,47.0022218975452,,"47.0022218975452,-123.4038634",Grays Harbor,23430.0,83.0,1.0,26.0,15.0,41.0,790.0,143.0,603.0,44.0,6.0,1752.0
695,-123.0912416,47.2016138975452,,"47.2016138975452,-123.0912416",Mason,10432.0,53.0,0.0,20.0,5.0,28.0,583.0,66.0,485.0,32.0,1.0,1273.0
696,-123.1606142,47.3383671975452,,"47.3383671975452,-123.1606142",Mason,10432.0,53.0,0.0,20.0,5.0,28.0,583.0,66.0,485.0,32.0,1.0,1273.0
697,-122.0961636,47.9127195975452,,"47.9127195975452,-122.0961636",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
698,-119.5107797,48.4165487975452,,"48.4165487975452,-119.5107797",Okanogan,1421.0,3.0,0.0,0.0,0.0,3.0,16.0,4.0,10.0,2.0,0.0,38.0
699,-121.9702925,48.0834834975452,,"48.0834834975452,-121.9702925",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
700,-121.6014569,48.2554467975452,,"48.2554467975452,-121.6014569",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
701,-121.706149,48.2684191975452,,"48.2684191975452,-121.706149",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
702,-121.7598253,48.5358816975452,,"48.5358816975452,-121.7598253",Skagit,75160.0,105.0,2.0,24.0,28.0,51.0,2343.0,278.0,1892.0,173.0,7.0,4903.0
703,-123.0151384,48.5364765975452,,"48.5364765975452,-123.0151384",San Juan,,,,,,,,,,,,
704,-117.1750128,46.7362835975452,,"46.7362835975452,-117.1750128",Whitman,34585.0,42.0,0.0,14.0,5.0,23.0,273.0,44.0,213.0,16.0,2.0,632.0
705,-117.9909594,46.3134819975452,,"46.3134819975452,-117.9909594",Columbia,,,,,,,,,,,,
706,-117.1849236,46.7261390975452,,"46.7261390975452,-117.1849236",Whitman,34585.0,42.0,0.0,14.0,5.0,23.0,273.0,44.0,213.0,16.0,2.0,632.0
707,-119.9984855,46.2114263975452,,"46.2114263975452,-119.9984855",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0
708,-119.1742805,46.8119047975452,,"46.8119047975452,-119.1742805",Adams,10033.0,8.0,0.0,3.0,1.0,4.0,202.0,45.0,129.0,28.0,1.0,421.0
709,-118.3245936,47.9068565975452,,"47.9068565975452,-118.3245936",Stevens,2673.0,1.0,0.0,0.0,0.0,1.0,33.0,4.0,28.0,1.0,0.0,68.0
710,-120.0185777,46.3298724975452,,"46.3298724975452,-120.0185777",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0
711,-122.6887377,46.8886793975452,,"46.8886793975452,-122.6887377",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
712,-122.9708372,46.9538158975452,,"46.9538158975452,-122.9708372",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
713,-123.2974999,46.5736865975452,,"46.5736865975452,-123.2974999",Lewis,27442.0,83.0,1.0,17.0,20.0,45.0,1072.0,150.0,856.0,66.0,1.0,2311.0
714,-122.8235545,47.0385626975452,,"47.0385626975452,-122.8235545",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
715,-122.8722631,47.0462110975452,,"47.0462110975452,-122.8722631",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
716,-122.9434627,47.0773208975452,,"47.0773208975452,-122.9434627",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
717,-117.7792528,48.9171586975452,,"48.9171586975452,-117.7792528",Stevens,2673.0,1.0,0.0,0.0,0.0,1.0,33.0,4.0,28.0,1.0,0.0,68.0
718,-119.5101092,48.4170007975452,,"48.4170007975452,-119.5101092",Okanogan,1421.0,3.0,0.0,0.0,0.0,3.0,16.0,4.0,10.0,2.0,0.0,38.0
719,-122.2703084,47.8204400975452,,"47.8204400975452,-122.2703084",Snohomish,427282.0,940.0,9.0,141.0,219.0,571.0,11159.0,1446.0,8125.0,1588.0,35.0,24233.0
720,-119.9071834,46.7375226975452,,"46.7375226975452,-119.9071834",Grant,22162.0,44.0,0.0,10.0,4.0,30.0,680.0,186.0,421.0,73.0,2.0,1450.0
721,-119.9077037,46.7374085975452,,"46.7374085975452,-119.9077037",Grant,22162.0,44.0,0.0,10.0,4.0,30.0,680.0,186.0,421.0,73.0,2.0,1450.0
722,-117.4526747,47.9548947975452,,"47.9548947975452,-117.4526747",Spokane,354635.0,1905.0,7.0,292.0,405.0,1201.0,18291.0,2362.0,14228.0,1701.0,51.0,40443.0
723,-117.4534525,47.9547402975452,,"47.9547402975452,-117.4534525",Spokane,354635.0,1905.0,7.0,292.0,405.0,1201.0,18291.0,2362.0,14228.0,1701.0,51.0,40443.0
724,-120.008324,46.3162842975452,,"46.3162842975452,-120.008324",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0
725,-120.2586085,46.4009055975452,,"46.4009055975452,-120.2586085",Yakima,149495.0,531.0,11.0,58.0,123.0,339.0,4736.0,694.0,3289.0,753.0,17.0,10551.0
726,-122.5678569,46.9200045975452,,"46.9200045975452,-122.5678569",Thurston,140883.0,467.0,2.0,70.0,110.0,285.0,4356.0,563.0,3373.0,420.0,17.0,9663.0
