X,Y,amenity,building,name,addr:street,addr:housenumber,brand,addr:postcode,addr:city,website,operator,fuel:diesel,addr:state,brand:wikidata,brand:wikipedia,opening_hours,designation,phone,shop,fuel:octane_87,fuel:octane_92,layer,addr:country,fuel:octane_89,fuel:octane_91,is_in,building:levels,access,name:en,membership,fuel:e10,fuel:biodiesel
-122.551434147864,45.7809798421736,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6647734,45.75078725,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.665112427805,45.7507166053716,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.7536923,45.9272998,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.845819830332,46.0098155497433,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.304011165336,47.4111536442205,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.7944373,47.48883055,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.015158745015,47.8396303500907,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.50433325,47.15910625,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.250350375042,47.2964010497898,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.382666374359,47.2968926497954,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.392278744288,47.3155134502893,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.82442705,47.45231655,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.120939409137,47.5561716497631,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.181438424742,47.6168822004302,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.376282050501,47.5341300999889,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.201296852897,47.6343597564372,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.30089475,47.6760145,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.331795199602,47.7088482499924,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.313198472411,47.7196159496489,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.76969995,47.6354094,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.262363773384,47.8495802993667,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.4326633,48.52686975,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.3130411,48.43534535,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.485918661938,48.9388596999523,fuel,roof,Chevron,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.0504198,47.1094726,fuel,roof,Chuck's Service Gas & Diesel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.44807885,47.68503365,fuel,roof,City Fuel,,,City Fuel,,,,,yes,,,,,,,convenience,yes,,,,,yes,,,,,,,
-117.506069271285,47.6172284001625,fuel,roof,Conoco,South Fosseen Road,4410,,99224,Spokane,,Harper,yes,,,,,,,,,,,,,,,,,,,,
-117.197010529563,47.6664683999215,fuel,roof,Conoco,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
-118.365469100633,47.1188202499845,fuel,roof,ConocoPhillips,,,ConocoPhillips,,,,,yes,,,,,,,,,,,,,,,,,,,,
-122.182717445741,47.6836143998339,fuel,roof,Costco Gasoline,120th Avenue Northeast,8629,Costco Gasoline,98033,Kirkland,,Costco,,,Q715583,en:Costco,,,,,,,,,,,,,customers,,yes,,
-122.343099799662,47.7744670500021,fuel,roof,Costco Gasoline,North 205th Street,1175,Costco Gasoline,98133,Shoreline,,Costco,,WA,Q715583,en:Costco,"Mo-Fr 06:00-09:30,Sa-Su 07:00-07:00",,,,,,,,,,,,customers,,yes,,
-122.604108649778,45.6841506496689,fuel,roof,Costco Gasoline,Northeast 84th Street,6505,Costco Gasoline,98665,Vancouver,,Costco,yes,WA,Q715583,en:Costco,"Mo-Fr 06:00-21:30; Sa-Su 07:00-19:00",,,,yes,yes,,,,,,,customers,,yes,,
-117.380443424779,47.7670797997631,fuel,roof,Costco Gasoline,,,Costco Gasoline,,,,Costco,yes,,,,,,,,yes,yes,,,,,,,,,,,
-122.247676807008,47.4443858314151,fuel,roof,Costco Gasoline,,,Costco Gasoline,,,,Costco,,,Q715583,en:Costco,"Mo-Fr 06:00-21:30; Sa-Su 07:00-19:00",,,,,,,,,,,,customers,Costco Gasoline,yes,,
-117.3305752,47.6579486,fuel,roof,Costco Gasoline,,,Costco Gasoline,,,,Costco,,,Q715583,en:Costco,,,,,yes,yes,,,,,,,customers,,yes,,
-122.337990675,48.4525135502064,fuel,roof,Costco Gasoline,,,Costco Gasoline,,,,Costco,,,Q715583,en:Costco,,,,,,no,1,,,yes,,,customers,Costco Gasoline,yes,,
-117.04388205,46.42199425,fuel,roof,Costco Gasoline,,,Costco Gasoline,,,,Costco,,,Q715583,en:Costco,,,,,,,1,,,,,,customers,,yes,,
-123.124924973216,48.0780153026432,fuel,roof,Costco Gasoline,,,Costco Gasoline,,,,Costco,,,Q715583,en:Costco,,,,,,,1,,,,,,customers,,yes,,
-122.679267874677,47.6558038002807,fuel,roof,Costco Gasoline,,,Costco Gasoline,,,,Costco,,,Q715583,en:Costco,,,,,,,,,,,,,customers,,yes,,
-122.14645575,47.7807599,fuel,roof,Costco Gasoline,,,Costco Gasoline,,,,Costco,,,Q715583,en:Costco,,,,,,,,,,,,,customers,,yes,,
-122.2752283,47.8337584,fuel,roof,Costco Gasoline,,,Costco Gasoline,,,,Costco,,,,,,,,,,,,,,,,,,,,,
-122.194694,46.7663492,fuel,roof,Elbe Supply,Mountain Highway East,54011,,98328,Elbe,,,,WA,,,,,,,,,,US,,,,,,,,,
-122.43539525,47.40047725,fuel,roof,Engels Repair & Towing Gas Pumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-118.368656850484,47.117822200421,fuel,roof,Exxon,,,Exxon,,,http://www.exxonmobilstations.com/972114-circle-k-2706041-ritzville,,,,,,24/7,,+1-509-6590439,,,,,,,,,,,,,,
-117.56121345,47.59016155,fuel,roof,Exxon,,,Exxon,,,,,,,,,,,,,,,,,,,,,,,,,
-122.358789200606,47.2992423000106,fuel,roof,Fred Meyer,,,Fred Meyer,,,,,,,,,,,,,,,,,,yes,,,,,,yes,
-122.667594925034,45.7222848001122,fuel,roof,Fred Meyer,,,,,,,,yes,,,,,,,,yes,yes,,,yes,,,,,,,,
-122.502823117629,45.6050162842872,fuel,roof,Fred Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.555502975863,45.618237650454,fuel,roof,Fred Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.550269325403,45.7811136004226,fuel,roof,Fred Meyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.626617575153,47.6109239495629,fuel,roof,Fred Meyer Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.197506,47.443733,fuel,roof,Fred Meyer Fuel Center,108th Avenue Southeast,17733,,98055,Renton,,,,,,,,,,,,,,,,,,,,,,,
-122.01822855,47.3625864,fuel,roof,Fred Meyer Fuel Center,Maple Valley Black Diamond Road Southeast,26520,,98038,Maple Valley,,,,,,,,,,,,,,,,,,,,,,,
-122.2042953,47.38665045,fuel,roof,Fred Meyer Fuel Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.184578756382,47.7094543046113,fuel,roof,Fred Meyer Gas,120th Avenue Northeast,12301,,98034,Kirkland,,,,,,,,,,,,,,,,,,,,,,,
-122.1718965,48.0853107,fuel,roof,Fred Meyer Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.271830575077,47.8466780498078,fuel,roof,Fred Meyer Gas Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.54983525,46.9878358,fuel,roof,Fred Meyers Gas Station,,,,,,,,yes,,,,,,,,yes,,,,,,,,,,,,
-122.531834076548,48.0082292501584,fuel,roof,Freeland Shell,,,Shell,,,,,yes,,,,,,,,,,,,,yes,,,,,,yes,
-122.6488614,47.8026781,fuel,roof,Hilltop 76,,,76,,,,76,,,,,,,,,,yes,,,,,,1,,,,,
-122.385071824969,47.2452780996867,fuel,roof,Loves,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.5140849,48.10213715,fuel,roof,Lower Elwha Fuel,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.384382185765,47.6560933503683,fuel,roof,Magnolia 76,West Emerson Place,2120,,98199,Seattle,,,,WA,,,,,,,,,,,,,,,,,,,
-123.442355266105,48.121874055286,fuel,roof,Masco Petroleum,,,Masco Petroleum,,,,,,,,,,,,,,,1,,,,,,,,,,
-123.173462195597,48.080538949746,fuel,roof,Masco Petroleum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.218578125027,47.6639222001357,fuel,roof,Maverik,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,
-120.55176035,46.9940909,fuel,roof,Mid State Co-Op,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.582129700676,47.4829299499333,fuel,roof,Mitchell's Harvest Food,,,,,,,,yes,,,,,,,,,,1,,,,,,,,,,
-122.660903450168,45.7797886499954,fuel,roof,Mobil,Northeast 219th Street,1010,,98642,Ridgefield,https://www.mobil.com/,,yes,WA,,,24/7,,,,yes,yes,,,yes,,,,,,,,
-123.386749249805,48.1051583000034,fuel,roof,Mobil,,,Mobil,,,,,,,,,,,,,,,,,,,,,,,,,
-123.43531515,48.1146537,fuel,roof,Mobil,,,Mobil,,,,,,,,,,,,,,,,,,,,,,,,,
-122.651829574647,45.7241443495301,fuel,roof,Mobil,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,,
-122.56140163689,45.6645652497859,fuel,roof,Mobil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.97460965,46.67353355,fuel,roof,Mobil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.505004712011,47.1596647501293,fuel,roof,Mobil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.350318051184,47.4900265419202,fuel,roof,Mobil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6290006,47.58869915,fuel,roof,Mobil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.62942285,47.632537,fuel,roof,Mobil,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.793952119367,47.4891922000802,fuel,roof,Mt Si Shell,Southwest Mount Si Boulevard,742,Shell,98045,North Bend,,,,WA,,,,,,,,,,US,,,,,,,,,
-123.448310842993,48.1201781496093,fuel,roof,Pacific Petroleum,,,Masco Petroleum,,,,,,,,,,,,,,,,,,,,,,,,,
-122.229219224819,47.3737686992743,fuel,roof,Pacific Pride,Central Avenue South,800,,98032,Kent,,,,,,,,,,,,,,,,,,,,,,,
-122.041881353545,47.3931651025744,fuel,roof,Pacific Pride,Southeast 231st Street,22429,,98038,Maple Valley,https://pacificpride.com/,,,WA,,,,,,,,,,,,,,,,,,,
-122.3277503,48.433674,fuel,roof,Pacific Pride,,,Pacific Pride,,,,Martin Commercial Fueling,,,,,,,,,,,,,,,,,,,,,
-121.715491452593,47.4688452969988,fuel,roof,Pacific Pride,,,Shell,,,,,,,,,24/7,,,,,,,,,,,,,,,,
-122.683037175601,45.6267084485539,fuel,roof,Pacific Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.984594287216,47.2007264501725,fuel,roof,Pacific Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.24849804989,47.2473377000033,fuel,roof,Pacific Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.329626396718,47.5745864849074,fuel,roof,Pacific Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.12681355,48.19202245,fuel,roof,Pacific Pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.32764705,47.66474505,fuel,roof,Pacific Pride Commercial Fueling,,,Banner,,,,,yes,,,,,,,,,,,,,,,,,,,,
-121.989630870251,47.1997932999169,fuel,roof,QFC Fuel,Roosevelt Avenue,907,,98022,Enumclaw,,QFC,,,,,,,,,,,,,,,,,,,,,
-123.274866505767,48.0939036997322,fuel,roof,R Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.220457759103,47.9297900499551,fuel,roof,Safeway,Evergreen Way,7601,Safeway,98203,,https://local.safeway.com/wa/everett-517.html,Safeway,,,Q1508234,en:Safeway Inc.,,Safeway 0517,,,,,,,,,,,,,,,
-122.650946975008,45.7159825501632,fuel,roof,Safeway,Northeast Highway 99,13023,,98686,Vancouver,https://www.safeway.com/,,,WA,,,,,,,,,,,,,,,,,,,
-122.901300088206,46.1421462999074,fuel,roof,Safeway,Three Rivers Drive,411,,98626,Kelso,https://www.safeway.com/,,,WA,,,,,,,,,,,,,,,,,,,
-122.019706660226,47.540241300576,fuel,roof,Safeway,,,Safeway,,,,Safeway,,,Q1508234,en:Safeway Inc.,,,,,,,,,,,,,,,,,
-122.312829470614,47.7554492699141,fuel,roof,Safeway 0497 Fuel Station,15th Ave Northeast,17230,,98155,,https://local.safeway.com/wa/shoreline-497.html,,,,,,,Safeway 0497,,,,,,,,,,,,,,,
-117.041665199546,48.1836215500028,fuel,roof,Safeway 1159 Fuel Station,West Walnut Street,121,Safeway,99156,,https://local.safeway.com/wa/newport-1159.html,Safeway,yes,,,,,Safeway 1159,,,,,,,,,,,,,,,
-122.337306125062,48.4362120998619,fuel,roof,Safeway 1472 Fuel Station,East College Way,315,Safeway,98273,,https://local.safeway.com/wa/mt-vernon-1472.html,Safeway,,,,,,Safeway 1472,,,,,1,,,,,,,,,,
-117.447192398029,47.7003779500197,fuel,roof,Safeway 1494 Fuel Station,West Wellesley Avenue,1616,Safeway,99205,,https://local.safeway.com/wa/spokane-1494.html,Safeway,,,,,,Safeway 1494,,,,,,,,,,,,,,,
-122.62940650153,47.6202053022522,fuel,roof,Safeway 1524 Fuel Station,Northeast McWilliams Road,1401,Safeway,98311,,https://local.safeway.com/wa/bremerton-1524.html,Safeway,,,,,,Safeway 1524,,,,,,,,,,,,,,,
-121.793605570906,47.4875577216784,fuel,roof,Safeway 1528 Fuel Station,Southwest Mount Si Boulevard,,Safeway,98045,,https://local.safeway.com/wa/north-bend-1528.html,Safeway,,,,,,,,,,,,,,,,,,,,,
-122.690413318604,47.6524803386973,fuel,roof,Safeway 1680 Fuel Station,Northwest Bucklin Hill Road,2890,Safeway,98383,,https://local.safeway.com/wa/silverdale-1680.html,Safeway,,,,,,Safeway 1680,,,,,,,,,,,,,,,
-122.104387889419,48.0050583972473,fuel,roof,Safeway 1803 Fuel Station,,,Safeway,98258,,https://local.safeway.com/wa/lake-stevens-1803.html,Safeway,,,,,24/7,,,,,,,,,,,,,,,,
-122.205585757746,47.7228209500305,fuel,roof,Safeway 2734 Fuel Station,Northeast 137th Street,10020,Safeway,98033,Kirkland,https://local.safeway.com/wa/kirkland-2734.html,Safeway,,WA,,,,Safeway 2734,,,,,,,,,,,,,,,
-122.627778855614,47.519217199899,fuel,roof,Safeway Gas,Southeast Lund Avenue,1942,,98366,Port Orchard,,,,WA,,,,,,,,,,US,,,,,,,,,
-122.318037725031,47.3147619496781,fuel,roof,Safeway Gas,,,Safeway,,,,,yes,,,,,,,,,,,,,yes,,,,,,yes,
-122.315390953918,47.5177035499549,fuel,roof,Shell,14th Avenue South,9525,,98108,Seattle,https://www.shell.com/,,,WA,Q154950,en:Royal Dutch Shell,,,,,,,,,,,,,,,,,
-122.350431949287,47.4887840010258,fuel,roof,Shell,Ambaum Boulevard Southwest,12653,Shell,98146-3152,Burien,,,yes,WA,,,24/7,,1 (206) 241-4691,,yes,yes,,US,yes,,,,,,,,
-122.344219382593,47.6816901401702,fuel,roof,Shell,Aurora Avenue North,7200,,98103,Seattle,https://www.shell.us/,,,WA,Q3240764,en:Shell Oil Company,,,,,,,,,,,,,,,,,
-122.200866666885,47.6784061998012,fuel,roof,Shell,Central Way,406,,98033,Kirkland,,,,,,,,,,,,,,,,,,,,,,,
-122.356349469131,47.6189344362562,fuel,roof,Shell,Denny Way,10,,98109,Seattle,,,,,,,,,,,,,1,,,,,,,,,,
-122.7321414,48.99366765,fuel,roof,Shell,H Street,1503,Shell,98230-8131,Blaine,http://shell.us,,,,,,,,+1-360-332-6056,,,,,,,,,,,,,,
-122.306570000728,47.6918005998404,fuel,roof,Shell,Lake City Way Northeast,8721,,98115,Seattle,,,,,,,,,,,,,,,,,,,,Shell,,,
-122.334406899713,47.7083168000039,fuel,roof,Shell,Meridian Avenue North,10745,shell,98133,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.23770055,47.7096705,fuel,roof,Shell,Northeast 122nd Place,7820,Shell,98034,Kirkland,,,,,,,,,,,,,,,,,,,,,,,
-122.177667675045,47.7085523496977,fuel,roof,Shell,Northeast 124th Street,12221,Shell,98034,Kirkland,,,,,,,,,,,,,,,,,,,,,,,
-122.31692877551,47.6610402544973,fuel,roof,Shell,Northeast 45th Street,1013,,98105,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.163683375202,47.488898100504,fuel,roof,Shell,Northeast 4th Street,4102,,98059,Renton,,,,,,,,,,,,,,,,,,,,,,,
-122.319019201768,47.6760544416769,fuel,roof,Shell,Northeast 65th Street,812,Shell,98115,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.626040593188,45.6785067501245,fuel,roof,Shell,Northeast 78th Street,4409,,98665,Vancouver,,,yes,WA,,,24/7,,,,yes,yes,,,yes,,,,,,,,
-122.542318284091,47.8391955022851,fuel,roof,Shell,Northeast Little Boston Road,8000,Shell,98346,Kingston,,,,,,,,,,yes,,yes,1,US,,,,,,,,,
-124.05508035,46.3312636,fuel,roof,Shell,Pacific Way,3909,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.326860308339,47.5956502499414,fuel,roof,Shell,South Dearborn Street,511,Shell,98134,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-121.716812217631,47.4676484000727,fuel,roof,Shell,Southeast North Bend Way,46630,,98045,North Bend,,Shell,,,,,24/7,,,,,,1,,,,,1,,,,,
-122.369050229481,47.5171488004135,fuel,roof,Shell,Southwest Roxbury Street,2805,,98126,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.3580442,47.6497451,fuel,roof,Shell,West Nickerson Street,31,Shell,98119,Seattle,,,,,,,,,,,,,,,,,,,,,,,
-122.35046705,47.6622844,fuel,roof,Shell,,,Shell,,,https://www.shell.com/,,,,Q154950,en:Royal Dutch Shell,,,,,,,,,,,,,,,,,
-122.350230674288,47.6623769007104,fuel,roof,Shell,,,Shell,,,https://www.shell.com/,,,,Q154950,en:Royal Dutch Shell,,,,,,,,,,,,,,,,,
-122.179739533222,47.6170050036651,fuel,roof,Shell,,,Shell,,,,Shell,,,,,,,,,,,,,,,,,,,,,
-122.1384888,47.35773525,fuel,roof,Shell,,,Shell,,,,,,,Q154950,en:Royal Dutch Shell,24/7,,,,,,,,,,,,,,,,
-122.895968681988,46.1444176994478,fuel,roof,Shell,,,Shell,,,,,,,Q154950,en:Royal Dutch Shell,,,,,,,,,,,,,,,,,
-122.397773466166,47.0535911497754,fuel,roof,Shell,,,Shell,,,,,,,Q154950,en:Royal Dutch Shell,,,,,,,,,,,,,,,,,
-122.357712550317,47.1529595856748,fuel,roof,Shell,,,Shell,,,,,,,Q154950,en:Royal Dutch Shell,,,,,,,,,,,,,,,,,
-122.85810915,47.001449,fuel,roof,Shell,,,Shell,,,,,,,Q154950,en:Royal Dutch Shell,,,,,,,,,,,,,,,,,
-122.890746590125,47.039305449935,fuel,roof,Shell,,,Shell,,,,,,,,,,,,convenience,,,,,,,,,,,,,
-122.599979923333,45.6572648006795,fuel,roof,Shell,,,Shell,,,,,,,,,,,,yes,,,,,,,,,,,,,
-122.143087025265,47.5859657498319,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,1,,,,,,,Shell,,,
-122.313731402137,47.5813117419591,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.58318875,47.7084845,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.583660145687,47.7082507500369,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.345898040643,48.4214447499173,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.346056500386,47.6261066500111,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,yes,,,,,,,
-123.015973532222,46.1712633499636,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.262511210498,46.8660634492721,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.262691060942,46.8662418997815,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.400090683142,47.0550821998373,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.139874149957,47.5762099499992,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.386942150071,47.543685449998,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.316518524672,47.6083476007277,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.320515874983,47.6143357996673,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.36249025,47.70128005,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.00822212108,47.8713796021776,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1850802,48.1521886289818,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-123.470375975331,48.1062942003668,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.485182975097,48.8911144495132,fuel,roof,Shell,,,Shell,,,,,,,,,,,,,,,,,,,,,,,,,
-122.365921600772,47.6684529999852,fuel,roof,Shell,,,,,,https://www.shell.us/,,,,,en:Shell Oil Company,,,,,,,,,,,,,,,,,
-122.34262675,48.4363355,fuel,roof,Shell,,,,,,,Shell,,,,,,,,,,,1,,,,,,,,,,
-122.099534350127,47.6649615502078,fuel,roof,Shell,,,,,,,Shell,,,,,,,,,,,,,,,,,,,,,
-122.208115037991,47.8104780743447,fuel,roof,Shell,,,,,,,Shell,,,,,,,,,,,,,,,,,,,,,
-122.372762,47.79433655,fuel,roof,Shell,,,,,,,Shell,,,,,,,,,,,,,,,,,,,,,
-122.191184052434,47.5453088997452,fuel,roof,Shell,,,,,,,,yes,,,,24/7,,,,yes,yes,,,yes,,,,,,,,
-122.504482949285,45.5969865999804,fuel,roof,Shell,,,,,,,,yes,,,,,,,,yes,yes,,,yes,,,,,,,yes,
-122.657898,45.71801645,fuel,roof,Shell,,,,,,,,yes,,,,,,,,yes,yes,,,yes,,,,,,,,
-122.3213008,47.54724915,fuel,roof,Shell,,,,,,,,,,,,,,,convenience,,,,,,,,,,,,,
-122.646714201598,45.6422727999602,fuel,roof,Shell,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,,
-122.708257150262,45.7123696499949,fuel,roof,Shell,,,,,,,,,,,,,,,,yes,yes,,,yes,,,,,,,,
-122.230785874695,47.8822289997102,fuel,roof,Shell,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.236610625399,47.8821731497055,fuel,roof,Shell,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.4707389,48.44693965,fuel,roof,Shell,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
-123.414841015622,48.112765199852,fuel,roof,Shell,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
-122.42773295,45.58141765,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6016511,45.6841011,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.667160590135,45.6787922671878,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.552292839918,45.7077139998323,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.654142288311,45.6969721501207,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.67027905,45.86263215,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.876094377609,47.528654849637,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.249210534938,47.2360776442494,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.50230275,47.15018385,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.518403701657,47.1767209497748,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.505986072062,47.2060787498674,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.223367838989,47.4408057499216,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.233229332317,47.4682731806706,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.333617524913,47.4630083497511,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.28513476328,47.4718030496433,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.271589671965,47.4849092997751,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.037372566687,47.6153443979,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.16769505,47.58162545,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.14953725,47.5959408,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.153087975087,47.6173725996526,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.184035500065,47.7440077499991,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.207181958617,47.7208544496698,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.665352740655,47.570082549923,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.29269415,47.8176655,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.2929999,47.8174755,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.097808085003,47.9268280995093,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.434169956637,48.5264870655651,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.570787600323,48.4620776000096,fuel,roof,Shell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5343293,48.00954335,fuel,roof,Short Stop,,,Chevron,,,,,,,,,,,,,,,,,,yes,,,,,,yes,
-122.26258505,47.82085425,fuel,roof,Spirit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.14057085,47.57630395,fuel,roof,Standard,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,
-117.45099305,47.6489754,fuel,roof,Sunset Food Mart,,,,,,,,yes,,,,,,,convenience,,,,,,,,,,,,,
