X,Y,tourism,name,shop,man_made,sport,addr:street,website,addr:housenumber,addr:postcode,addr:city,historic,wikidata,phone,opening_hours,waterway,addr:state,wikipedia,name:en,description,height,alt_name,natural,wheelchair,amenity,ele,email,level,operator,ship:type
-122.6237968,47.7002187975452,attraction,Trieste II,,,,,http://www.navalunderseamuseum.org/permanent/,,,,ship,Q850157,,,,,en:Bathyscaphe Trieste,,The underwater vessel that brought man to the deepese ocean in 1960,,Bathyscaphe,,,,,,,,submarine
-121.6229901,47.4293241975452,attraction,Truck Town,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.6227421,47.4295248975452,attraction,Truck Town Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.4098478,47.4086389975452,attraction,Tubing Park,,,,,,,,,,,,,,,,,,,,,,,,,,,
-124.3844602,47.9495408975452,attraction,Twilight Tours in Forks,,,,,,,,,,,+1 360-374-5634,,,,,,,,,,,,,,,,
-121.6967917,47.4449568975452,attraction,Twin Falls (Upper),,,,,,,,,,Q37377,,,waterfall,,,,,,,,,,,,,,
-122.3337236,47.6023507975452,attraction,Underground Tour,,,,1st Avenue,http://www.undergroundtour.com/,614,98104,Seattle,,,(206) 682-4646,,,WA,,,,,,,,,,,,,
-120.7737646,47.4793659975452,attraction,Upper Snow Creek Falls,,,,,,,,,,,,,waterfall,,,,,45,,,,,,,,,
-122.9527773,46.1345006975452,attraction,Uranus,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6268697,47.5632573975452,attraction,USS Parche Sail,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.6645573,45.6258141975452,attraction,Vancouver Barracks,,,,,,,,,,,,,,,,,,,,,,,16,,,,
-122.666583,45.6210183975452,attraction,Vancouver Land Bridge,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.9422515,46.1272260975452,attraction,Venus,,,,,,,,,,,,,,,,,,,,,,,,,,,
-117.2339144,47.6660715975452,attraction,Vercler Castle,,,,North Vercler Road,,924,99216,Spokane Valley,,,,,,WA,,,,,,,,,,,,,
-122.0739707,47.3442499975452,attraction,Villa Rose Gardens Weddings & Events,,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.7803115,47.4814718975452,attraction,Viviane Falls,,,,,,,,,,,,,waterfall,,,,,60,,,,,,,,,
-122.3088968,47.2754373975452,attraction,Wagon Trail,,,,,,,,,,,,,,,,,,,,,,,,,,,
-119.3954846,47.5919504975452,attraction,Water Wars,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.5468516,45.5998353975452,attraction,Water Wheel,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.6588373,47.4343757975452,attraction,We Did Rock,,,climbing,,,,,,,,,,,,,,,,,,,,,,,,
-123.0148709,48.5352634975452,attraction,Western Prince Whale Watching,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.4847464,45.7964589975452,attraction,Wet Planet Rafting,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1419722,47.7315212975452,attraction,William Church Winery,wine,,,,,,,,,,,,,,,,,,,,,,,,,,
-120.6621187,47.5956851975452,attraction,Willkommen in Leavenworth,,,,,,,,,,,,,,,,,,,,,,,,,,,
-121.5239699,45.7286289975452,attraction,Windboarding Beachhead,,,,,,,,,,,,,,,,Windboarding Beachhead,,,,,,,,,,,
-122.3421604,47.6061547975452,attraction,Wings over Washington,,,,,https://www.wingsoverwa.com/,,,,,,206-602-1808,,,,,Wings over Washington,,,,,,,,,,,
-121.6186486,47.4323724975452,attraction,Winter Block,,,climbing,,,,,,,,,,,,,,,,,,,,,,,,
-122.1546543,47.7379857975452,attraction,Woodhouse Winery,wine,winery,,,,,,,,,,,,,,,,,,,,,,,,,
-122.16371,47.7567561975452,attraction,Woodinville Wine Cellars,wine,winery,,,,,,,,,,,,,,,,,,,,,,,,,
-123.829844,47.4780999975452,attraction,World Largest Spruce,,,,,https://www.monumentaltrees.com/en/usa/washington/graysharborcounty/2549_lakequinaultresort/7019/,,,,,,,,,,,,,58,,tree,,,,,,,
-124.0542815,46.3490337975452,attraction,World's Biggest Frying Pan,,,,,,,,,,,,,,,,,,,,,,,,,,,
-124.0547456,46.3492661975452,attraction,World's Largest Chopsticks,,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.9378909,46.4933268975452,attraction,World's Largest Egg,,,,Northwest Kerron Street,,520,98596,Winlock,,,,,,WA,,,,,,,,,,,,City of Winlock,
-121.6636272,47.4372418975452,attraction,Write Off Rock,,,climbing,,,,,,,,,,,,,,,,,,,,,,,,
-122.241986,47.6277983975452,attraction,Xanadu 2.0,,,,73rd Avenue Northeast,,1835,,Medina,,Q371973,,,,WA,en:Bill Gates's house,,,,,,,,,,,Bill Gates,
-120.4801896,46.5964984975452,attraction,Yakima Ice Rink,,,,,,,,,,,,,,,,Yakima Ice Rink,,,,,,,,,,,
-122.1408062,47.7322549975452,attraction,Zebra Cellars,wine,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.1426069,47.7335894975452,attraction,Zebra Cellars,wine,,,,,,,,,,,,,,,,,,,,,,,,,,
-122.4819816,47.1317936975452,attraction,,,,,,,,,,aircraft,,,,,,,,,,,,,,,,,,
-122.4834401,47.1310737975452,attraction,,,,,,,,,,aircraft,,,,,,,,,,,,,,,,,,
-122.4826631,47.1314116975452,attraction,,,,,,,,,,aircraft,,,,,,,,,,,,,,,,,,
-122.4824911,47.1317238975452,attraction,,,,,,,,,,aircraft,,,,,,,,,,,,,,,,,,
-120.0143835,47.2291722975452,attraction,,,,,,,,,,,,,,,,,,parking with great views,,,,,parking,,,,,
-123.2857037,48.1154528975452,attraction,,,,,,,,,,,,,,,,,,,,,,,bicycle_parking,,,,obe,
-118.2314752,46.6660657975452,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-124.0547389,46.3499844975452,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-123.3881757,48.1074123975452,attraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,
